"Column Name","Label"
"DP02_0103E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
"DP02_0103M","Estimate Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
"DP02_0103MA","Annotation of Estimate Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
"DP02_0103EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
"DP02_0103PE","Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
"DP02_0103PEA","Annotation of Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
"DP02_0103PM","Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
"DP02_0103PMA","Annotation of Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
"DP02_0104E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe"
"DP02_0104EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe"
"DP02_0104M","Estimate Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe"
"DP02_0104MA","Annotation of Estimate Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe"
"DP02_0104PE","Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe"
"DP02_0104PM","Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe"
"DP02_0104PMA","Annotation of Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe"
"DP02_0104PEA","Annotation of Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe"
"DP02_0105E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia"
"DP02_0105EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia"
"DP02_0105M","Estimate Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia"
"DP02_0105MA","Annotation of Estimate Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia"
"DP02_0105PE","Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia"
"DP02_0105PM","Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia"
"DP02_0105PMA","Annotation of Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia"
"DP02_0105PEA","Annotation of Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia"
"DP02_0106M","Estimate Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa"
"DP02_0106MA","Annotation of Estimate Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa"
"DP02_0106PE","Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa"
"DP02_0106PM","Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa"
"DP02_0106PMA","Annotation of Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa"
"DP02_0106PEA","Annotation of Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa"
"DP02_0106E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa"
"DP02_0106EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa"
"DP02_0107E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Oceania"
"DP02_0107EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Oceania"
"DP02_0107M","Estimate Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Oceania"
"DP02_0107MA","Annotation of Estimate Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Oceania"
"DP02_0107PE","Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Oceania"
"DP02_0107PEA","Annotation of Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Oceania"
"DP02_0107PM","Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Oceania"
"DP02_0107PMA","Annotation of Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Oceania"
"DP02_0108E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America"
"DP02_0108EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America"
"DP02_0108M","Estimate Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America"
"DP02_0108MA","Annotation of Estimate Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America"
"DP02_0108PE","Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America"
"DP02_0108PM","Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America"
"DP02_0108PMA","Annotation of Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America"
"DP02_0108PEA","Annotation of Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America"
"DP02_0109E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America"
"DP02_0109EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America"
"DP02_0109M","Estimate Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America"
"DP02_0109MA","Annotation of Estimate Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America"
"DP02_0109PE","Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America"
"DP02_0109PEA","Annotation of Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America"
"DP02_0109PM","Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America"
"DP02_0109PMA","Annotation of Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America"
"DP02_0110E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over"
"DP02_0110M","Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over"
"DP02_0110MA","Annotation of Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over"
"DP02_0110EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over"
"DP02_0110PE","Percent!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over"
"DP02_0110PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over"
"DP02_0110PMA","Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over"
"DP02_0110PEA","Annotation of Percent!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over"
"DP02_0111E","Estimate!!LANGUAGE SPOKEN AT HOME!!English only"
"DP02_0111M","Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!English only"
"DP02_0111MA","Annotation of Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!English only"
"DP02_0111EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!English only"
"DP02_0111PE","Percent!!LANGUAGE SPOKEN AT HOME!!English only"
"DP02_0111PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!English only"
"DP02_0111PMA","Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!English only"
"DP02_0111PEA","Annotation of Percent!!LANGUAGE SPOKEN AT HOME!!English only"
"DP02_0112E","Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English"
"DP02_0112M","Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English"
"DP02_0112MA","Annotation of Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English"
"DP02_0112EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English"
"DP02_0112PE","Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English"
"DP02_0112PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English"
"DP02_0112PMA","Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English"
"DP02_0112PEA","Annotation of Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English"
"DP02_0113E","Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Speak English less than "very well""
"DP02_0113EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Speak English less than "very well""
"DP02_0113M","Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Speak English less than "very well""
"DP02_0113MA","Annotation of Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Speak English less than "very well""
"DP02_0113PE","Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Speak English less than "very well""
"DP02_0113PEA","Annotation of Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Speak English less than "very well""
"DP02_0113PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Speak English less than "very well""
"DP02_0113PMA","Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Speak English less than "very well""
"DP02_0114E","Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish"
"DP02_0114M","Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish"
"DP02_0114MA","Annotation of Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish"
"DP02_0114EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish"
"DP02_0114PE","Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish"
"DP02_0114PEA","Annotation of Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish"
"DP02_0114PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish"
"DP02_0114PMA","Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish"
"DP02_0115E","Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish!!Speak English less than "very well""
"DP02_0115M","Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish!!Speak English less than "very well""
"DP02_0115MA","Annotation of Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish!!Speak English less than "very well""
"DP02_0115EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish!!Speak English less than "very well""
"DP02_0115PE","Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish!!Speak English less than "very well""
"DP02_0115PEA","Annotation of Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish!!Speak English less than "very well""
"DP02_0115PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish!!Speak English less than "very well""
"DP02_0115PMA","Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish!!Speak English less than "very well""
"DP02_0116E","Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages"
"DP02_0116EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages"
"DP02_0116M","Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages"
"DP02_0116MA","Annotation of Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages"
"DP02_0116PE","Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages"
"DP02_0116PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages"
"DP02_0116PMA","Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages"
"DP02_0116PEA","Annotation of Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages"
"DP02_0117E","Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages!!Speak English less than "very well""
"DP02_0117M","Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages!!Speak English less than "very well""
"DP02_0117MA","Annotation of Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages!!Speak English less than "very well""
"DP02_0117EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages!!Speak English less than "very well""
"DP02_0117PE","Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages!!Speak English less than "very well""
"DP02_0117PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages!!Speak English less than "very well""
"DP02_0117PMA","Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages!!Speak English less than "very well""
"DP02_0117PEA","Annotation of Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages!!Speak English less than "very well""
"DP02_0118E","Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages"
"DP02_0118M","Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages"
"DP02_0118MA","Annotation of Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages"
"DP02_0118EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages"
"DP02_0118PE","Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages"
"DP02_0118PEA","Annotation of Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages"
"DP02_0118PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages"
"DP02_0118PMA","Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages"
"DP02_0119E","Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages!!Speak English less than "very well""
"DP02_0119EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages!!Speak English less than "very well""
"DP02_0119M","Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages!!Speak English less than "very well""
"DP02_0119MA","Annotation of Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages!!Speak English less than "very well""
"DP02_0119PE","Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages!!Speak English less than "very well""
"DP02_0119PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages!!Speak English less than "very well""
"DP02_0119PMA","Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages!!Speak English less than "very well""
"DP02_0119PEA","Annotation of Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages!!Speak English less than "very well""
"DP02_0120E","Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages"
"DP02_0120M","Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages"
"DP02_0120MA","Annotation of Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages"
"DP02_0120EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages"
"DP02_0120PE","Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages"
"DP02_0120PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages"
"DP02_0120PMA","Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages"
"DP02_0120PEA","Annotation of Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages"
"DP02_0121E","Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages!!Speak English less than "very well""
"DP02_0121EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages!!Speak English less than "very well""
"DP02_0121M","Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages!!Speak English less than "very well""
"DP02_0121MA","Annotation of Estimate Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages!!Speak English less than "very well""
"DP02_0121PE","Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages!!Speak English less than "very well""
"DP02_0121PEA","Annotation of Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages!!Speak English less than "very well""
"DP02_0121PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages!!Speak English less than "very well""
"DP02_0121PMA","Annotation of Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages!!Speak English less than "very well""
"DP02_0122E","Estimate!!ANCESTRY!!Total population"
"DP02_0122EA","Annotation of Estimate!!ANCESTRY!!Total population"
"DP02_0122M","Estimate Margin of Error!!ANCESTRY!!Total population"
"DP02_0122MA","Annotation of Estimate Margin of Error!!ANCESTRY!!Total population"
"DP02_0122PE","Percent!!ANCESTRY!!Total population"
"DP02_0122PEA","Annotation of Percent!!ANCESTRY!!Total population"
"DP02_0122PM","Percent Margin of Error!!ANCESTRY!!Total population"
"DP02_0122PMA","Annotation of Percent Margin of Error!!ANCESTRY!!Total population"
"DP02_0123E","Estimate!!ANCESTRY!!American"
"DP02_0123M","Estimate Margin of Error!!ANCESTRY!!American"
"DP02_0123MA","Annotation of Estimate Margin of Error!!ANCESTRY!!American"
"DP02_0123EA","Annotation of Estimate!!ANCESTRY!!American"
"DP02_0123PE","Percent!!ANCESTRY!!American"
"DP02_0123PM","Percent Margin of Error!!ANCESTRY!!American"
"DP02_0123PMA","Annotation of Percent Margin of Error!!ANCESTRY!!American"
"DP02_0123PEA","Annotation of Percent!!ANCESTRY!!American"
"DP02_0124E","Estimate!!ANCESTRY!!Arab"
"DP02_0124M","Estimate Margin of Error!!ANCESTRY!!Arab"
"DP02_0124MA","Annotation of Estimate Margin of Error!!ANCESTRY!!Arab"
"DP02_0124EA","Annotation of Estimate!!ANCESTRY!!Arab"
"DP02_0124PE","Percent!!ANCESTRY!!Arab"
"DP02_0124PEA","Annotation of Percent!!ANCESTRY!!Arab"
"DP02_0124PM","Percent Margin of Error!!ANCESTRY!!Arab"
"DP02_0124PMA","Annotation of Percent Margin of Error!!ANCESTRY!!Arab"
"DP02_0125E","Estimate!!ANCESTRY!!Czech"
"DP02_0125EA","Annotation of Estimate!!ANCESTRY!!Czech"
"DP02_0125M","Estimate Margin of Error!!ANCESTRY!!Czech"
"DP02_0125MA","Annotation of Estimate Margin of Error!!ANCESTRY!!Czech"
"DP02_0125PE","Percent!!ANCESTRY!!Czech"
"DP02_0125PM","Percent Margin of Error!!ANCESTRY!!Czech"
"DP02_0125PMA","Annotation of Percent Margin of Error!!ANCESTRY!!Czech"
"DP02_0125PEA","Annotation of Percent!!ANCESTRY!!Czech"
"DP02_0126E","Estimate!!ANCESTRY!!Danish"
"DP02_0126EA","Annotation of Estimate!!ANCESTRY!!Danish"
"DP02_0126M","Estimate Margin of Error!!ANCESTRY!!Danish"
"DP02_0126MA","Annotation of Estimate Margin of Error!!ANCESTRY!!Danish"
"DP02_0126PE","Percent!!ANCESTRY!!Danish"
"DP02_0126PM","Percent Margin of Error!!ANCESTRY!!Danish"
"DP02_0126PMA","Annotation of Percent Margin of Error!!ANCESTRY!!Danish"
"DP02_0126PEA","Annotation of Percent!!ANCESTRY!!Danish"
"DP02_0127E","Estimate!!ANCESTRY!!Dutch"
"DP02_0127M","Estimate Margin of Error!!ANCESTRY!!Dutch"
"DP02_0127MA","Annotation of Estimate Margin of Error!!ANCESTRY!!Dutch"
"DP02_0127EA","Annotation of Estimate!!ANCESTRY!!Dutch"
"DP02_0127PE","Percent!!ANCESTRY!!Dutch"
"DP02_0127PM","Percent Margin of Error!!ANCESTRY!!Dutch"
"DP02_0127PMA","Annotation of Percent Margin of Error!!ANCESTRY!!Dutch"
"DP02_0127PEA","Annotation of Percent!!ANCESTRY!!Dutch"
"DP02_0128E","Estimate!!ANCESTRY!!English"
"DP02_0128M","Estimate Margin of Error!!ANCESTRY!!English"
"DP02_0128MA","Annotation of Estimate Margin of Error!!ANCESTRY!!English"
"DP02_0128EA","Annotation of Estimate!!ANCESTRY!!English"
"DP02_0128PE","Percent!!ANCESTRY!!English"
"DP02_0128PEA","Annotation of Percent!!ANCESTRY!!English"
"DP02_0128PM","Percent Margin of Error!!ANCESTRY!!English"
"DP02_0128PMA","Annotation of Percent Margin of Error!!ANCESTRY!!English"
"DP02_0129E","Estimate!!ANCESTRY!!French (except Basque)"
"DP02_0129EA","Annotation of Estimate!!ANCESTRY!!French (except Basque)"
"DP02_0129M","Estimate Margin of Error!!ANCESTRY!!French (except Basque)"
"DP02_0129MA","Annotation of Estimate Margin of Error!!ANCESTRY!!French (except Basque)"
"DP02_0129PE","Percent!!ANCESTRY!!French (except Basque)"
"DP02_0129PEA","Annotation of Percent!!ANCESTRY!!French (except Basque)"
"DP02_0129PM","Percent Margin of Error!!ANCESTRY!!French (except Basque)"
"DP02_0129PMA","Annotation of Percent Margin of Error!!ANCESTRY!!French (except Basque)"
"DP02_0130E","Estimate!!ANCESTRY!!French Canadian"
"DP02_0130M","Estimate Margin of Error!!ANCESTRY!!French Canadian"
"DP02_0130MA","Annotation of Estimate Margin of Error!!ANCESTRY!!French Canadian"
"DP02_0130EA","Annotation of Estimate!!ANCESTRY!!French Canadian"
"DP02_0130PE","Percent!!ANCESTRY!!French Canadian"
"DP02_0130PM","Percent Margin of Error!!ANCESTRY!!French Canadian"
"DP02_0130PMA","Annotation of Percent Margin of Error!!ANCESTRY!!French Canadian"
"DP02_0130PEA","Annotation of Percent!!ANCESTRY!!French Canadian"
"DP02_0131E","Estimate!!ANCESTRY!!German"
"DP02_0131EA","Annotation of Estimate!!ANCESTRY!!German"
"DP02_0131M","Estimate Margin of Error!!ANCESTRY!!German"
"DP02_0131MA","Annotation of Estimate Margin of Error!!ANCESTRY!!German"
"DP02_0131PE","Percent!!ANCESTRY!!German"
"DP02_0131PEA","Annotation of Percent!!ANCESTRY!!German"
"DP02_0131PM","Percent Margin of Error!!ANCESTRY!!German"
"DP02_0131PMA","Annotation of Percent Margin of Error!!ANCESTRY!!German"
"DP02_0132E","Estimate!!ANCESTRY!!Greek"
"DP02_0132EA","Annotation of Estimate!!ANCESTRY!!Greek"
"DP02_0132M","Estimate Margin of Error!!ANCESTRY!!Greek"
"DP02_0132MA","Annotation of Estimate Margin of Error!!ANCESTRY!!Greek"
"DP02_0132PE","Percent!!ANCESTRY!!Greek"
"DP02_0132PEA","Annotation of Percent!!ANCESTRY!!Greek"
"DP02_0132PM","Percent Margin of Error!!ANCESTRY!!Greek"
"DP02_0132PMA","Annotation of Percent Margin of Error!!ANCESTRY!!Greek"
"DP02_0133E","Estimate!!ANCESTRY!!Hungarian"
"DP02_0133M","Estimate Margin of Error!!ANCESTRY!!Hungarian"
"DP02_0133MA","Annotation of Estimate Margin of Error!!ANCESTRY!!Hungarian"
"DP02_0133EA","Annotation of Estimate!!ANCESTRY!!Hungarian"
"DP02_0133PE","Percent!!ANCESTRY!!Hungarian"
"DP02_0133PM","Percent Margin of Error!!ANCESTRY!!Hungarian"
"DP02_0133PMA","Annotation of Percent Margin of Error!!ANCESTRY!!Hungarian"
"DP02_0133PEA","Annotation of Percent!!ANCESTRY!!Hungarian"
"DP02_0134E","Estimate!!ANCESTRY!!Irish"
"DP02_0134M","Estimate Margin of Error!!ANCESTRY!!Irish"
"DP02_0134MA","Annotation of Estimate Margin of Error!!ANCESTRY!!Irish"
"DP02_0134EA","Annotation of Estimate!!ANCESTRY!!Irish"
"DP02_0134PE","Percent!!ANCESTRY!!Irish"
"DP02_0134PM","Percent Margin of Error!!ANCESTRY!!Irish"
"DP02_0134PMA","Annotation of Percent Margin of Error!!ANCESTRY!!Irish"
"DP02_0134PEA","Annotation of Percent!!ANCESTRY!!Irish"
"DP02_0135E","Estimate!!ANCESTRY!!Italian"
"DP02_0135M","Estimate Margin of Error!!ANCESTRY!!Italian"
"DP02_0135MA","Annotation of Estimate Margin of Error!!ANCESTRY!!Italian"
"DP02_0135EA","Annotation of Estimate!!ANCESTRY!!Italian"
"DP02_0135PE","Percent!!ANCESTRY!!Italian"
"DP02_0135PM","Percent Margin of Error!!ANCESTRY!!Italian"
"DP02_0135PMA","Annotation of Percent Margin of Error!!ANCESTRY!!Italian"
"DP02_0135PEA","Annotation of Percent!!ANCESTRY!!Italian"
"DP02_0136E","Estimate!!ANCESTRY!!Lithuanian"
"DP02_0136EA","Annotation of Estimate!!ANCESTRY!!Lithuanian"
"DP02_0136M","Estimate Margin of Error!!ANCESTRY!!Lithuanian"
"DP02_0136MA","Annotation of Estimate Margin of Error!!ANCESTRY!!Lithuanian"
"DP02_0136PE","Percent!!ANCESTRY!!Lithuanian"
"DP02_0136PM","Percent Margin of Error!!ANCESTRY!!Lithuanian"
"DP02_0136PMA","Annotation of Percent Margin of Error!!ANCESTRY!!Lithuanian"
"DP02_0136PEA","Annotation of Percent!!ANCESTRY!!Lithuanian"
"DP02_0137PM","Percent Margin of Error!!ANCESTRY!!Norwegian"
"DP02_0137PMA","Annotation of Percent Margin of Error!!ANCESTRY!!Norwegian"
"DP02_0137E","Estimate!!ANCESTRY!!Norwegian"
"DP02_0137M","Estimate Margin of Error!!ANCESTRY!!Norwegian"
"DP02_0137MA","Annotation of Estimate Margin of Error!!ANCESTRY!!Norwegian"
"DP02_0137EA","Annotation of Estimate!!ANCESTRY!!Norwegian"
"DP02_0137PE","Percent!!ANCESTRY!!Norwegian"
"DP02_0137PEA","Annotation of Percent!!ANCESTRY!!Norwegian"
"DP02_0138E","Estimate!!ANCESTRY!!Polish"
"DP02_0138EA","Annotation of Estimate!!ANCESTRY!!Polish"
"DP02_0138M","Estimate Margin of Error!!ANCESTRY!!Polish"
"DP02_0138MA","Annotation of Estimate Margin of Error!!ANCESTRY!!Polish"
"DP02_0138PE","Percent!!ANCESTRY!!Polish"
"DP02_0138PEA","Annotation of Percent!!ANCESTRY!!Polish"
"DP02_0138PM","Percent Margin of Error!!ANCESTRY!!Polish"
"DP02_0138PMA","Annotation of Percent Margin of Error!!ANCESTRY!!Polish"
"DP02_0139E","Estimate!!ANCESTRY!!Portuguese"
"DP02_0139EA","Annotation of Estimate!!ANCESTRY!!Portuguese"
"DP02_0139M","Estimate Margin of Error!!ANCESTRY!!Portuguese"
"DP02_0139MA","Annotation of Estimate Margin of Error!!ANCESTRY!!Portuguese"
"DP02_0139PE","Percent!!ANCESTRY!!Portuguese"
"DP02_0139PEA","Annotation of Percent!!ANCESTRY!!Portuguese"
"DP02_0139PM","Percent Margin of Error!!ANCESTRY!!Portuguese"
"DP02_0139PMA","Annotation of Percent Margin of Error!!ANCESTRY!!Portuguese"
"DP02_0140E","Estimate!!ANCESTRY!!Russian"
"DP02_0140M","Estimate Margin of Error!!ANCESTRY!!Russian"
"DP02_0140MA","Annotation of Estimate Margin of Error!!ANCESTRY!!Russian"
