"GEO_ID","NAME","B25101_001E","B25101_001EA","B25101_001M","B25101_001MA","B25101_002E","B25101_002EA","B25101_002M","B25101_002MA","B25101_003E","B25101_003EA","B25101_003M","B25101_003MA","B25101_004E","B25101_004EA","B25101_004M","B25101_004MA","B25101_005E","B25101_005EA","B25101_005M","B25101_005MA","B25101_006E","B25101_006EA","B25101_006M","B25101_006MA","B25101_007E","B25101_007EA","B25101_007M","B25101_007MA","B25101_008E","B25101_008EA","B25101_008M","B25101_008MA","B25101_009E","B25101_009M","B25101_009MA","B25101_009EA","B25101_010E","B25101_010M","B25101_010MA","B25101_010EA","B25101_011E","B25101_011M","B25101_011MA","B25101_011EA","B25101_012E","B25101_012M","B25101_012MA","B25101_012EA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014EA","B25101_014M","B25101_014MA","B25101_015E","B25101_015EA","B25101_015M","B25101_015MA","B25101_016E","B25101_016EA","B25101_016M","B25101_016MA","B25101_017E","B25101_017EA","B25101_017M","B25101_017MA","B25101_018E","B25101_018M","B25101_018MA","B25101_018EA","B25101_019E","B25101_019EA","B25101_019M","B25101_019MA","B25101_020E","B25101_020EA","B25101_020M","B25101_020MA","B25101_021E","B25101_021M","B25101_021MA","B25101_021EA","B25101_022E","B25101_022M","B25101_022MA","B25101_022EA","B25101_023E","B25101_023M","B25101_023MA","B25101_023EA","B25101_024E","B25101_024EA","B25101_024M","B25101_024MA","B25101_025E","B25101_025EA","B25101_025M","B25101_025MA","B25101_026E","B25101_026EA","B25101_026M","B25101_026MA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028EA","B25101_028M","B25101_028MA","B25101_029E","B25101_029EA","B25101_029M","B25101_029MA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031M","B25101_031MA","B25101_031EA","B25101_032E","B25101_032M","B25101_032MA","B25101_032EA","B25101_033E","B25101_033M","B25101_033MA","B25101_033EA","B25101_034E","B25101_034EA","B25101_034M","B25101_034MA","B25101_035E","B25101_035EA","B25101_035M","B25101_035MA","B25101_036E","B25101_036EA","B25101_036M","B25101_036MA","B25101_037E","B25101_037EA","B25101_037M","B25101_037MA","B25101_038E","B25101_038EA","B25101_038M","B25101_038MA","B25101_039E","B25101_039EA","B25101_039M","B25101_039MA","B25101_040E","B25101_040M","B25101_040MA","B25101_040EA","B25101_041E","B25101_041EA","B25101_041M","B25101_041MA","B25101_042E","B25101_042EA","B25101_042M","B25101_042MA","B25101_043E","B25101_043EA","B25101_043M","B25101_043MA","B25101_044E","B25101_044M","B25101_044MA","B25101_044EA","B25101_045E","B25101_045M","B25101_045MA","B25101_045EA",
"0500000US25003","Berkshire County, Massachusetts","40501","null","1937","null","24703","null","1928","null","851","null","596","null","12","null","21","null","0","null","218","null","839","null","595","null","2863","null","928","null","0","null","218","null","82","70","null","null","2781","928","null","null","2502","799","null","null","145","250","null","null","732","494","null","null","1625","null","639","null","3549","null","888","null","380","null","270","null","1410","null","529","null","1759","717","null","null","14739","null","1502","null","10490","null","1341","null","3037","818","null","null","1212","745","null","null","199","285","null","null","15798","null","1427","null","1826","null","552","null","0","null","218","null","252","null","252","null","1574","null","486","null","2719","null","682","null","558","null","263","null","679","305","null","null","1482","540","null","null","1755","479","null","null","1197","null","399","null","221","null","224","null","337","null","268","null","3304","null","841","null","2707","null","719","null","530","null","387","null","67","90","null","null","6146","null","1024","null","6088","null","1034","null","58","null","75","null","0","218","null","null","48","72","null","null",
"0500000US25005","Bristol County, Massachusetts","144141","null","3805","null","98418","null","3715","null","3480","null","1255","null","0","null","218","null","0","null","218","null","3480","null","1255","null","4345","null","1191","null","0","null","218","null","322","336","null","null","4023","1178","null","null","5867","1221","null","null","196","149","null","null","644","351","null","null","5027","null","1180","null","12178","null","1973","null","1117","null","450","null","2581","null","768","null","8480","1790","null","null","72521","null","3338","null","41116","null","2787","null","22399","2451","null","null","9006","1638","null","null","27","44","null","null","45723","null","3482","null","4643","null","1024","null","37","null","62","null","66","null","109","null","4540","null","1026","null","6511","null","1593","null","668","null","503","null","1578","638","null","null","4265","1235","null","null","4592","1033","null","null","1735","null","603","null","2202","null","726","null","655","null","375","null","8079","null","1168","null","6399","null","1043","null","1433","null","611","null","247","240","null","null","21552","null","2067","null","21415","null","2047","null","42","null","68","null","95","80","null","null","346","316","null","null",
"0500000US25009","Essex County, Massachusetts","201695","null","4097","null","140447","null","4010","null","5266","null","1424","null","0","null","218","null","0","null","218","null","5266","null","1424","null","4646","null","1259","null","0","null","218","null","40","67","null","null","4606","1254","null","null","6808","1449","null","null","83","98","null","null","359","294","null","null","6366","null","1403","null","14841","null","2010","null","514","null","377","null","2697","null","969","null","11630","1994","null","null","108688","null","4190","null","55994","null","3217","null","32892","2878","null","null","19802","2253","null","null","198","241","null","null","61248","null","3045","null","5008","null","1247","null","140","null","186","null","86","null","99","null","4782","null","1203","null","5587","null","1343","null","431","null","382","null","826","414","null","null","4330","1255","null","null","6587","1305","null","null","2179","null","698","null","2387","null","786","null","2021","null","705","null","9422","null","1449","null","6192","null","1304","null","2356","null","719","null","874","501","null","null","34184","null","2220","null","31855","null","2329","null","1869","null","755","null","460","323","null","null","460","309","null","null",
"0500000US25011","Franklin County, Massachusetts","21705","null","1144","null","13323","null","1200","null","815","null","361","null","0","null","218","null","0","null","218","null","815","null","361","null","687","null","443","null","0","null","218","null","0","218","null","null","687","443","null","null","972","420","null","null","0","218","null","null","176","193","null","null","796","null","390","null","2290","null","639","null","318","null","240","null","728","null","328","null","1244","491","null","null","8533","null","974","null","5411","null","729","null","2569","541","null","null","553","274","null","null","26","47","null","null","8382","null","855","null","989","null","443","null","28","null","47","null","60","null","66","null","901","null","408","null","1369","null","437","null","285","null","270","null","555","277","null","null","529","237","null","null","856","308","null","null","518","null","211","null","309","null","189","null","29","null","24","null","1856","null","468","null","1715","null","466","null","141","null","119","null","0","218","null","null","3303","null","559","null","3189","null","530","null","114","null","116","null","0","218","null","null","9","15","null","null",
"0500000US25013","Hampden County, Massachusetts","113645","null","3541","null","75460","null","3254","null","3681","null","991","null","0","null","218","null","0","null","218","null","3681","null","991","null","4736","null","1367","null","216","null","264","null","192","204","null","null","4328","1312","null","null","6687","1441","null","null","329","389","null","null","1128","607","null","null","5230","null","1192","null","13579","null","1874","null","1270","null","572","null","4755","null","1118","null","7554","1442","null","null","46382","null","2774","null","30207","null","2398","null","11769","1767","null","null","4406","1203","null","null","395","379","null","null","38185","null","2679","null","4697","null","1035","null","275","null","307","null","85","null","125","null","4337","null","978","null","5948","null","1136","null","1632","null","547","null","1635","579","null","null","2681","811","null","null","3910","883","null","null","2544","null","749","null","1068","null","473","null","298","null","186","null","5057","null","1038","null","4202","null","936","null","815","null","485","null","40","68","null","null","17985","null","1864","null","17772","null","1862","null","213","null","198","null","0","218","null","null","588","397","null","null",
"0500000US25015","Hampshire County, Massachusetts","41492","null","1831","null","25297","null","1718","null","1529","null","741","null","0","null","218","null","0","null","218","null","1529","null","741","null","1080","null","476","null","12","null","21","null","0","218","null","null","1068","482","null","null","1023","450","null","null","39","67","null","null","141","142","null","null","843","null","396","null","3287","null","896","null","357","null","317","null","961","null","405","null","1969","697","null","null","18161","null","1613","null","9907","null","1133","null","6794","1263","null","null","1460","599","null","null","217","316","null","null","16195","null","1593","null","1296","null","691","null","13","null","23","null","380","null","583","null","903","null","412","null","1921","null","764","null","472","null","271","null","607","479","null","null","842","465","null","null","1722","523","null","null","989","null","406","null","542","null","310","null","191","null","185","null","3333","null","807","null","2673","null","801","null","471","null","278","null","189","286","null","null","7728","null","1355","null","7467","null","1301","null","261","null","203","null","0","218","null","null","195","231","null","null",
"0500000US25017","Middlesex County, Massachusetts","393249","null","6736","null","269747","null","6940","null","6160","null","1609","null","0","null","218","null","0","null","218","null","6160","null","1609","null","8378","null","1934","null","0","null","218","null","154","154","null","null","8224","1928","null","null","9515","1581","null","null","521","440","null","null","352","280","null","null","8642","null","1439","null","21637","null","2284","null","1510","null","697","null","3259","null","938","null","16868","2010","null","null","223480","null","6776","null","123083","null","4909","null","66029","4881","null","null","34368","3033","null","null","577","312","null","null","123502","null","4311","null","9248","null","1401","null","115","null","139","null","155","null","156","null","8978","null","1391","null","8659","null","1503","null","548","null","470","null","1309","601","null","null","6802","1223","null","null","11149","1627","null","null","2237","null","705","null","4430","null","894","null","4482","null","1212","null","14264","null","1692","null","7264","null","1451","null","4876","null","969","null","2124","715","null","null","78816","null","3955","null","73274","null","4005","null","4589","null","1021","null","953","411","null","null","1366","748","null","null",
"0500000US25021","Norfolk County, Massachusetts","191602","null","3665","null","129748","null","3517","null","3243","null","993","null","0","null","218","null","0","null","218","null","3243","null","993","null","3914","null","1025","null","0","null","218","null","0","218","null","null","3914","1025","null","null","5328","1275","null","null","0","218","null","null","239","205","null","null","5089","null","1244","null","8700","null","1677","null","123","null","150","null","1600","null","701","null","6977","1428","null","null","108108","null","3824","null","59562","null","3271","null","32439","2687","null","null","16107","2175","null","null","455","296","null","null","61854","null","2758","null","4775","null","1159","null","54","null","87","null","48","null","78","null","4673","null","1133","null","5378","null","1196","null","313","null","240","null","637","449","null","null","4428","1117","null","null","4593","970","null","null","794","null","308","null","1856","null","684","null","1943","null","757","null","7881","null","1456","null","4163","null","1105","null","2753","null","775","null","965","473","null","null","38833","null","2763","null","36402","null","2761","null","1986","null","585","null","445","281","null","null","394","303","null","null",
"0500000US25023","Plymouth County, Massachusetts","160130","null","3893","null","111697","null","3927","null","3773","null","1012","null","0","null","218","null","0","null","218","null","3773","null","1012","null","3135","null","968","null","0","null","218","null","146","236","null","null","2989","902","null","null","4893","1328","null","null","0","218","null","null","287","229","null","null","4606","null","1302","null","10115","null","1766","null","401","null","258","null","1935","null","663","null","7779","1656","null","null","89397","null","3967","null","48835","null","3456","null","28324","2476","null","null","12238","1800","null","null","384","342","null","null","48433","null","3035","null","4039","null","1026","null","0","null","218","null","129","null","156","null","3910","null","1020","null","5303","null","1154","null","690","null","353","null","1052","440","null","null","3561","1027","null","null","6175","1104","null","null","1909","null","586","null","2765","null","895","null","1501","null","607","null","7193","null","1152","null","4669","null","1088","null","1757","null","626","null","767","436","null","null","24903","null","2509","null","23682","null","2378","null","948","null","471","null","273","440","null","null","820","560","null","null",
"0500000US25025","Suffolk County, Massachusetts","114409","null","4650","null","81599","null","4052","null","3580","null","1022","null","206","null","338","null","0","null","218","null","3374","null","898","null","3226","null","910","null","0","null","218","null","0","218","null","null","3226","910","null","null","3578","964","null","null","198","186","null","null","79","134","null","null","3301","null","964","null","8379","null","1549","null","260","null","276","null","1022","null","433","null","7097","1619","null","null","62126","null","3952","null","35181","null","3252","null","15115","2121","null","null","11830","2031","null","null","710","406","null","null","32810","null","2728","null","2259","null","650","null","0","null","218","null","49","null","61","null","2210","null","641","null","3399","null","874","null","837","null","495","null","536","284","null","null","2026","766","null","null","2844","871","null","null","855","null","428","null","1218","null","467","null","771","null","500","null","4649","null","1023","null","3505","null","928","null","668","null","319","null","476","356","null","null","19064","null","2052","null","17711","null","2066","null","719","null","360","null","634","433","null","null","595","384","null","null",
"0500000US25027","Worcester County, Massachusetts","223389","null","4742","null","155260","null","4821","null","5068","null","1508","null","69","null","113","null","0","null","218","null","4999","null","1487","null","6859","null","1345","null","76","null","89","null","351","455","null","null","6432","1207","null","null","7893","1340","null","null","95","121","null","null","687","330","null","null","7111","null","1238","null","16536","null","1963","null","1272","null","509","null","5592","null","1118","null","9672","1773","null","null","118317","null","4416","null","72684","null","3881","null","35333","2939","null","null","10300","1808","null","null","587","482","null","null","68129","null","3614","null","6553","null","1352","null","169","null","153","null","179","null","199","null","6205","null","1300","null","7984","null","1394","null","769","null","415","null","2182","753","null","null","5033","1193","null","null","6286","993","null","null","2341","null","652","null","3254","null","776","null","691","null","310","null","10547","null","1594","null","7583","null","1235","null","2730","null","987","null","234","205","null","null","35989","null","2806","null","34969","null","2677","null","1020","null","530","null","0","218","null","null","770","494","null","null",
"0500000US26005","Allegan County, Michigan","39160","null","1445","null","23274","null","1624","null","1359","null","574","null","0","null","181","null","0","null","181","null","1359","null","574","null","1596","null","686","null","28","null","46","null","61","68","null","null","1507","691","null","null","1291","479","null","null","250","231","null","null","222","192","null","null","819","null","364","null","5272","null","1347","null","1371","null","601","null","3050","null","1097","null","851","379","null","null","13733","null","1406","null","10547","null","1358","null","2821","799","null","null","365","224","null","null","23","38","null","null","15886","null","1494","null","1416","null","514","null","150","null","152","null","305","null","236","null","961","null","413","null","2122","null","642","null","1058","null","452","null","629","320","null","null","435","271","null","null","1941","646","null","null","1458","null","596","null","462","null","277","null","21","null","37","null","2957","null","774","null","2630","null","724","null","280","null","247","null","47","79","null","null","6976","null","1054","null","6976","null","1054","null","0","null","181","null","0","181","null","null","474","444","null","null",
"0500000US26017","Bay County, Michigan","35272","null","1317","null","18903","null","1672","null","673","null","291","null","0","null","181","null","39","null","67","null","634","null","285","null","2103","null","689","null","0","null","181","null","371","323","null","null","1732","661","null","null","2749","866","null","null","100","125","null","null","1307","426","null","null","1342","null","751","null","4574","null","900","null","2495","null","691","null","1514","null","571","null","565","427","null","null","8720","null","1177","null","7738","null","1221","null","982","392","null","null","0","181","null","null","84","108","null","null","16369","null","1415","null","2247","null","653","null","73","null","75","null","338","null","279","null","1836","null","582","null","2499","null","638","null","1411","null","521","null","898","452","null","null","190","123","null","null","2468","683","null","null","2252","null","661","null","216","null","185","null","0","null","181","null","2918","null","672","null","2869","null","663","null","49","null","65","null","0","181","null","null","6147","null","1049","null","6109","null","1060","null","38","null","66","null","0","181","null","null","90","99","null","null",
"0500000US26021","Berrien County, Michigan","47486","null","1891","null","26991","null","2123","null","2418","null","783","null","68","null","113","null","0","null","181","null","2350","null","775","null","2830","null","790","null","56","null","96","null","483","271","null","null","2291","716","null","null","2058","600","null","null","320","229","null","null","524","253","null","null","1214","null","519","null","4649","null","942","null","1753","null","713","null","1651","null","451","null","1245","494","null","null","15036","null","1765","null","12005","null","1791","null","2156","637","null","null","875","403","null","null","0","181","null","null","20495","null","1556","null","2286","null","649","null","386","null","298","null","483","null","279","null","1417","null","524","null","3390","null","692","null","2143","null","648","null","630","375","null","null","617","368","null","null","2598","628","null","null","2289","null","606","null","210","null","133","null","99","null","162","null","3715","null","742","null","3533","null","734","null","174","null","167","null","8","15","null","null","7890","null","1001","null","7789","null","1009","null","84","null","96","null","17","21","null","null","616","324","null","null",
"0500000US26025","Calhoun County, Michigan","39159","null","1747","null","23764","null","1647","null","1142","null","487","null","0","null","181","null","32","null","54","null","1110","null","471","null","3518","null","1005","null","95","null","105","null","771","484","null","null","2652","939","null","null","2288","702","null","null","393","322","null","null","1384","567","null","null","511","null","276","null","4610","null","971","null","2415","null","714","null","1808","null","682","null","387","262","null","null","12134","null","1309","null","10818","null","1235","null","1232","455","null","null","84","55","null","null","72","87","null","null","15395","null","1380","null","2541","null","641","null","97","null","119","null","638","null","354","null","1806","null","555","null","2625","null","774","null","1434","null","532","null","861","457","null","null","330","239","null","null","2202","555","null","null","1819","null","533","null","269","null","189","null","114","null","131","null","2789","null","653","null","2755","null","653","null","34","null","35","null","0","181","null","null","5238","null","925","null","5188","null","917","null","50","null","91","null","0","181","null","null","0","181","null","null",
